TotalDisplacement 49780425
MaxDisplacement 9936
NumCells 51382
c18802 -60720 42896
c4389 -60720 -55384
c39087 -62172 21224
c32854 -61644 34832
c8291 -60720 41888
c46742 -62172 35336
c7860 -60720 57512
c19240 -61380 -30688
c39104 -61644 9632
c5137 -60720 -61432
c16641 -60720 54992
c16451 -62172 -39760
c16634 -61380 20720
c12118 -62172 47936
c17503 -61248 -34720
c30459 -61248 -47320
c1123 -61248 5600
c39017 -61248 48944
c26076 -60720 43400
c26074 -60720 59528
c26631 -62172 32816
c26707 -60852 -45808
c40984 -60456 -36232
c32692 -62172 26264
c32708 -61644 -20104
c12297 -60720 -60928
c45147 -62172 26768
c47079 -61248 48440
c35801 -61248 49448
c7985 -62172 19208
c10394 -61512 -9016
c30982 -61644 35336
c6433 -62172 1568
c47039 -61248 -51856
c24785 -62172 49952
c1030 -62172 -50848
c18744 -62172 30800
c24853 -60720 57008
c14567 -61116 34832
c11622 -61644 -17584
c9270 -62172 29792
c33680 -60456 -35728
c1448 -60984 31808
c16669 -60456 -35224
c14678 -62172 24752
c25866 -61248 -34216
c25367 -61116 -40264
c45809 -60720 54488
c25863 -60720 53984
c3088 -61248 -51352
c25392 -61116 37352
c20852 -62172 -16072
c11830 -60720 23240
c1195 -61644 -39760
c38896 -61644 27272
c19081 -62172 -44296
c25902 -62172 -5488
c11920 -62172 -30184
c20804 -61248 19712
c33122 -62172 39872
c13795 -62172 -15064
c30713 -62172 39368
c25519 -61380 16184
c16507 -62172 3584
c38814 -62172 -21616
c25653 -62172 -38752
c17410 -61116 -8512
c36035 -62172 -7504
c19134 -60720 56504
c41078 -61116 -25144
c33393 -60720 55496
c5033 -62172 2576
c1379 -61380 21224
c20984 -62172 1064
c33365 -61380 -7504
c38965 -62172 40880
c41386 -62172 11648
c11785 -60720 -57904
c10259 -60852 37856
c6205 -60720 -3472
c47798 -61248 47936
c26036 -62172 47432
c2465 -62172 -6496
c18923 -61248 16688
c11802 -60720 -3976
c14656 -60720 -56392
c33016 -60984 39368
c25912 -61248 46424
c25330 -62172 8624
c41356 -61248 49952
c17370 -60720 -41776
c20910 -60984 -9016
c20545 -61248 15680
c27004 -62172 -952
c4296 -60852 43904
c45072 -60720 -57400
c11466 -62172 15176
c33926 -60720 60536
c7383 -60720 -54880
c44909 -61380 -19600
c18672 -62172 30296
c26836 -61380 -5992
c38099 -61116 -19096
c1549 -61644 33824
c45002 -61248 19208
c12397 -61644 2072
c30044 -62172 -49840
c36254 -60720 -58912
c955 -60720 6608
c14902 -60720 -42280
c44653 -62172 50456
c18651 -62172 9128
c38058 -61116 -39760
c7328 -60720 -54376
c26932 -60720 -4480
c18669 -60852 -2464
c44938 -60720 7112
c149 -61248 45920
c5920 -62172 -39256
c38063 -61248 -37744
c10485 -60720 -42784
c44684 -62172 40376
c37910 -61248 47432
c32575 -62172 13160
c18621 -61116 -18088
c14451 -62172 -59920
c10089 -62172 -15568
c5206 -60984 5096
c8240 -60852 10640
c16715 -60324 48944
c9566 -61644 -52864
c40809 -60720 41384
c32562 -61644 -28168
c44626 -60984 32312
c41925 -60456 -36736
c18605 -62172 13664
c36381 -60852 -52360
c16687 -62172 -14560
c19480 -60588 -37240
c39332 -60588 20216
c50704 -60720 36848
c39353 -62172 -33712
c41707 -62172 560
c20557 -60720 35840
c27350 -60852 38864
c13528 -60720 56000
c17598 -60588 20720
c33831 -62172 33320
c18630 -60720 22736
c4242 -60588 -40264
c7940 -62172 -1456
c19979 -61380 -15568
c8001 -62172 44912
c25224 -61248 -47824
c4943 -60720 -46816
c29330 -60720 -46312
c35410 -62172 -48328
c15774 -61380 -48328
c14974 -60456 -47824
c9657 -62172 14168
c30029 -62172 14672
c318 -61248 -22624
c22118 -62172 51968
c47883 -61248 -23128
c42010 -60720 40880
c47134 -60720 6104
c23115 -60720 40376
c5696 -62172 -20608
c3601 -61248 46928
c26913 -60852 4592
c32681 -61248 -38752
c1630 -62172 -12544
c47405 -60720 36344
c10674 -62172 -21112
c37323 -60720 39872
c13980 -62172 -50344
c36592 -60852 10136
c9368 -60852 52472
c33370 -60852 -20104
c18072 -61248 50456
c40200 -60324 49448
c30177 -62172 -13048
c553 -62172 25760
c41945 -61248 44912
c24883 -60852 -18592
c47626 -60720 -39256
c38135 -60192 -40768
c42330 -60324 -39256
c45371 -60720 -1456
c43167 -60852 -23128
c48441 -60720 52976
c50345 -60588 -19096
c34648 -62172 -10024
c24600 -62172 -49336
c33089 -60324 47432
c20591 -60324 47936
c36115 -60324 46928
c23735 -60324 48440
c28833 -59928 -46816
c16812 -61116 33824
c47822 -60456 -38752
c44649 -60192 -41272
c26715 -60852 51968
c24339 -59664 -39760
c41828 -60060 -38752
c10030 -59796 -2968
c9888 -62172 51464
c36064 -62172 -13552
c23085 -60324 38360
c31387 -61380 -5488
c31715 -60720 -24136
c28368 -60852 -12544
c37940 -60720 53480
c38706 -60720 -44800
c50548 -61248 56
c3643 -60852 -14056
c30499 -61248 -20608
c38816 -60324 52472
c4838 -60720 -43288
c36209 -61512 9128
c45114 -62172 -10528
c18365 -60852 -8008
c22269 -61248 -21112
c18540 -60720 22232
c35143 -60984 51464
c39602 -60192 52976
c24816 -60588 -19600
c24910 -60852 11144
c34294 -60720 33824
c11337 -60720 -13048
c37286 -60720 23744
c40146 -60720 -43792
c15028 -60720 -20608
c25145 -60852 44408
c30560 -60456 44408
c9137 -62172 -11536
c50170 -61908 -10024
c10021 -60852 1064
c23641 -61710 50960
c13438 -59928 -20104
c9350 -60720 21728
c31466 -60588 21224
c11974 -60720 44912
c597 -60720 -52864
c32899 -60192 9632
c32416 -62172 -12040
c26401 -60984 56
c26884 -61380 -16072
c12017 -60852 1568
c3128 -60720 -9520
c44056 -61644 -50344
c36485 -61248 45416
c44566 -60720 45416
c46683 -61314 8624
c38104 -61380 -16576
c18073 -60456 -9520
c2560 -61644 -448
c6530 -59796 39872
c42464 -60720 -21112
c41370 -60060 44408
c5785 -60588 -13552
c31082 -60852 2576
c46622 -60060 -20608
c11224 -59796 53480
c39213 -60588 -12040
c46213 -60720 -50344
c15617 -61380 18200
c8533 -62172 18704
c43887 -60456 -23128
c17374 -62172 -53368
c205 -61380 -17080
c37218 -60588 1064
c11396 -60324 -10024
c50203 -59796 47936
c41881 -59796 47432
c45238 -60852 -6496
c36167 -61644 -53368
c12268 -61776 27776
c1777 -60852 -49840
c24791 -60588 -10528
c32744 -60852 -24640
c41789 -61116 -17584
c38928 -60324 -22624
c559 -59400 43904
c34580 -60588 -11536
c30267 -60588 17696
c27020 -60060 51464
c39882 -60720 -44296
c22881 -59796 -44800
c25879 -59928 -46312
c39268 -62172 -11032
c35674 -59532 -45808
c8346 -62172 -7000
c5124 -59928 -18592
c3059 -60588 -11032
c31925 -60852 -49336
c28430 -60852 31304
c7920 -60060 -5992
c4597 -59400 52472
c4205 -59532 51968
c18431 -61644 -48832
c4916 -59928 22232
c41010 -61116 -48832
c32676 -62172 12656
c48294 -61644 -27160
c16517 -59928 -49336
c48250 -61644 28280
c37937 -60456 -16072
c8019 -62106 -26656
c39178 -60456 -17584
c3080 -60852 3080
c680 -60192 35336
c9075 -60588 -8008
c15696 -60060 -17080
c25825 -60588 -48328
c1977 -61248 26768
c46315 -61116 -25648
c29210 -60324 -13552
c14057 -59268 43400
c1907 -59268 42896
c18212 -59928 -48832
c44308 -59928 21728
c30185 -59928 -52360
c7731 -59664 -49840
c13168 -60192 27272
c20264 -60324 -11032
c45869 -60852 13160
c15583 -60456 18200
c39339 -62172 -26152
c6118 -60852 -16576
c27017 -60984 30800
c4883 -59664 -48328
c3667 -60852 -7000
c44349 -61248 28784
c39777 -60720 26264
c9873 -61380 -15064
c30519 -60192 -14056
c2527 -60852 13664
c30775 -60324 -27160
c3763 -60324 2072
c45957 -59796 -50344
c4930 -60720 -15064
c33656 -61380 29288
c38972 -59532 22232
c38103 -59532 -45304
c42293 -62172 12152
c11328 -60852 -30184
c45216 -60324 -51856
c34872 -60324 17192
c21448 -59268 -45304
c1655 -60852 56
c5809 -60852 3584
c42866 -59796 39368
c23336 -60324 -53368
c41965 -59268 58016
c50188 -61116 -28672
c23215 -60720 5600
c32630 -59664 -19600
c13880 -59532 21728
c14839 -59004 -45304
c21614 -60720 560
c3091 -59796 -17584
c22087 -59796 27776
c489 -60852 -26152
c12088 -60456 -22120
c30686 -59268 52976
c8590 -60588 -26152
c26171 -60852 12656
c8295 -61380 -448
c35856 -59268 -61936
c43739 -59664 28280
c18678 -60720 -51352
c34901 -60390 -50848
c9401 -60456 -9016
c21820 -60588 2576
c30504 -60324 28784
c45308 -60786 -26656
c35646 -60456 16688
c48987 -59862 -26656
c35587 -60522 50960
c10538 -60984 12152
c50312 -60060 29288
c35922 -61380 -53872
c11890 -60390 50960
c33559 -59268 -10528
c41508 -60060 2072
c2363 -59400 -51856
c30226 -59268 -12544
c42749 -59268 26768
c19305 -59796 48440
c8649 -60060 1064
c46305 -61116 29792
c13624 -60588 -24640
c43359 -60456 2576
c18420 -60060 -7504
c31977 -59796 1064
c33521 -60984 30296
c33477 -59400 -52864
c28822 -59004 -11536
c6352 -60852 -53872
c46608 -59928 13664
c17292 -61644 25760
c47917 -61116 -14560
c35362 -59004 -12040
c27194 -59664 25760
c27767 -60522 16184
c39831 -61512 -27664
c30904 -59928 -7504
c2923 -59928 16688
c25566 -59796 -25648
c32830 -59928 -53872
c6788 -59004 -10528
c46527 -59004 -10024
c16692 -59532 44408
c34677 -59664 3584
c4058 -60060 -8008
c21519 -59004 -52360
c38154 -60060 -15064
c24417 -59400 560
c48336 -59598 -26656
c26159 -60456 15680
c2293 -60720 11648
c5055 -59532 11648
c28753 -60060 -15568
c6712 -59664 13664
c30453 -59928 -16072
c23510 -60456 -24136
c48682 -59928 -14056
c18209 -59532 1568
c16684 -59796 2072
c11325 -59928 38864
c38257 -60588 -27664
c2670 -59136 -12544
c40063 -59664 -8008
c23275 -60060 -5488
c22866 -59136 -13048
c37198 -59532 -9016
c19836 -59532 -8008
c40604 -59664 -6496
c32818 -58740 -11032
c22554 -60324 -8512
c24008 -60588 -25144
c48099 -59796 -23632
c45269 -60324 -23128
c49962 -59004 -27160
c23646 -59136 -53368
c49662 -59532 3080
c19576 -59268 -8008
c38962 -59268 22736
c11442 -59928 -16576
c9037 -59268 1568
c9174 -58872 13160
c35508 -61644 -29680
c22756 -61116 -29176
c16107 -60456 11144
c20714 -59004 -13048
c369 -59928 38360
c715 -60258 15176
c47494 -60720 14672
c261 -60456 -31192
c45976 -59664 -27664
c35142 -60324 -25144
c35708 -59268 2576
c31408 -59334 50960
c36847 -59004 3080
c25105 -59136 29792
c43104 -60456 -30688
c37724 -59004 1568
c6192 -59268 23240
c2908 -60324 10640
c14924 -59532 -7000
c11545 -58608 -10528
c15230 -59136 560
c28784 -59268 56
c39965 -59004 30296
c3624 -59532 -25648
c39857 -59796 12152
c47222 -59664 44912
c5684 -59796 14672
c50722 -59532 -30184
c16386 -58872 -15568
c39408 -59400 -27664
c41588 -59664 30800
c15893 -61380 -33208
c35463 -58872 -12040
c39096 -59400 -9016
c50717 -59796 -448
c14847 -58872 -9520
c47575 -59796 -28672
c4497 -59532 12152
c28151 -59136 48440
c12836 -58872 12656
c562 -61248 18704
c44963 -60984 -33712
c48641 -58608 -10024
c50698 -59928 6608
c14044 -59004 -7504
c49530 -59268 -3976
c1310 -61644 -32704
c17962 -60324 -28168
c5441 -60852 -952
c3462 -59928 23744
c27749 -59136 -8008
c44086 -60324 -29680
c36790 -59004 -49336
c27806 -59136 -16576
c14105 -59532 -952
c49105 -59994 10136
c5614 -58608 -9520
c36287 -59532 31304
c33185 -59400 17192
c7902 -59400 48944
c2000 -59796 -14560
c43221 -59400 49448
c15124 -58344 28784
c17734 -58344 -10528
c40658 -59796 32312
c36649 -59004 -9016
c13037 -59796 -29176
c50895 -59136 -952
c29350 -60720 25256
c11254 -58608 -12040
c48479 -58476 12656
c49751 -60126 50456
c18277 -60060 -28168
c15843 -59664 39872
c46850 -59136 -13552
c40119 -58872 -13552
c44110 -59136 -31192
c45965 -58740 -9016
c41691 -58740 -13048
c45686 -59268 -24640
c11175 -60192 -1456
c31006 -58872 -5992
c44998 -59664 -18088
c34160 -58740 3080
c46368 -59136 -30688
c3218 -59268 38864
c43661 -59532 -18592
c2760 -58872 -31192
c50385 -59928 4592
c43107 -58872 -24136
c29547 -59400 -25144
c8504 -58740 -16072
c26267 -59268 -4480
c17034 -59532 -29176
c35393 -59928 37856
c5471 -59268 44408
c43475 -59598 45416
c2505 -59004 39368
c6773 -58740 -15064
c5741 -60192 -8512
c13292 -60852 14168
c28805 -59004 -24640
c1373 -59532 14168
c6615 -58872 -14056
c15470 -59862 6104
c19802 -59136 -17080
c10082 -58740 1568
c46806 -58608 13160
c11608 -59796 40376
c41102 -60720 7616
c28818 -58740 47936
c30905 -59400 -29680
c33678 -60192 -22624
c24140 -60456 -31696
c41763 -59466 50456
c42927 -58740 -14056
c13713 -60192 34328
c25553 -59400 5600
c43440 -59796 31808
c8450 -59532 -4984
c9272 -58344 11648
c16477 -58080 13664
c9956 -60852 4088
c5971 -58476 31808
c22976 -59532 -31696
c33738 -58740 23240
c5265 -58344 -10024
c3700 -60852 32816
c46453 -58872 -45304
c29180 -60456 -37744
c22282 -60192 8120
c48955 -59136 -25144
c14765 -58212 -10024
c4830 -60060 -33208
c6420 -58740 -24640
c13449 -58872 -25144
c19163 -59796 49952
c37798 -58872 -28672
c21147 -59136 15680
c16126 -59268 38360
c28559 -59664 34832
c31783 -58476 -448
c432 -59664 -37240
c28793 -61248 -32200
c25971 -58872 -17080
c43439 -59136 -29680
c15544 -58740 -28168
c35657 -59532 32816
c41723 -58476 -15064
c51283 -58476 -24640
c973 -58608 14168
c27308 -58872 -44800
c9837 -57684 30800
c7144 -59400 7616
c5655 -59532 4088
c37595 -59268 7112
c36118 -59070 50456
c48333 -58608 -11536
c33684 -58872 -29680
c32146 -59136 22232
c48805 -59268 17696
c12309 -59796 -47320
c10118 -59268 -47320
c12444 -59532 37856
c34846 -58740 -952
c4822 -58344 14168
c48106 -59136 37856
c12734 -59400 25256
c31778 -59664 -33712
c5293 -59796 -33208
c38669 -59400 -17584
c31992 -58608 -31192
c15711 -58608 23744
c44464 -59796 -51352
c42795 -59268 -25648
c17075 -58608 -29680
c35345 -58740 34328
c47988 -59268 -26152
c18516 -59004 14672
c4991 -58344 3584
c23255 -59928 -32200
c22939 -58872 11144
c18167 -60324 -32704
c28968 -59004 -23128
c4860 -59136 -37744
c20296 -59532 -33208
c7613 -57948 12152
c48400 -58608 38864
c6070 -60324 -34216
c39084 -60324 -34720
c18761 -58476 -23632
c22166 -58344 -9520
c6391 -59268 -61432
c39520 -59268 -60928
c846 -57816 -61936
c24358 -59994 -60424
c48850 -57816 -61432
c35421 -58542 -60424
c22742 -58740 10640
c14247 -59664 -35224
c4795 -59268 -38752
c42889 -58740 26264
c49237 -57948 56
c20739 -58476 48440
c37391 -58608 -31696
c50578 -58476 38360
c36193 -58872 -22624
c11180 -58608 -32200
c44913 -59400 -32704
c41136 -57816 -60928
c18574 -59532 5096
c12095 -58872 -7504
c42401 -59268 -3472
c37679 -59268 -38248
c24324 -59004 -3472
c30495 -58740 47432
c50390 -60588 37352
c11376 -60720 24752
c37593 -57948 -24136
c11406 -57816 22736
c182 -58212 -952
c23600 -58344 -29680
c22692 -59400 -34216
c21346 -59664 9632
c13369 -58080 -15568
c17726 -60324 33320
c5497 -59664 -47824
c9933 -59004 49448
c35981 -58872 -25648
c2462 -58674 -26656
c36659 -59004 -34720
c279 -58872 -14560
c47816 -59796 24752
c24218 -58872 49952
c30860 -58608 16688
c25205 -58476 32312
c48976 -58872 -1456
c8917 -58872 15680
c29489 -58938 15176
c6675 -57816 13664
c23232 -58608 -13048
c15259 -59136 -17584
c16366 -58212 -29176
c294 -58740 40376
c46548 -59268 37352
c32763 -58080 -29680
c47537 -59664 -36736
c50984 -59796 9128
c28031 -59136 -27664
c10524 -58740 -36736
c25043 -58608 -33208
c2721 -59532 4592
c17549 -58080 23744
c36760 -57684 14168
c7112 -59136 -40264
c5774 -58212 -30688
c36725 -58344 -6496
c19460 -59664 -51352
c51305 -60192 36848
c11371 -57948 -30688
c12882 -58608 -9016
c9136 -58080 11648
c47330 -58212 37856
c40507 -58608 6608
c15177 -58344 -11536
c26975 -58212 32816
c4192 -58212 -51856
c15270 -58080 -52360
c1726 -58476 -9016
c27591 -58740 -33712
c13663 -59004 33320
c42677 -58740 -8008
c6128 -58740 -47320
c24645 -58212 -30184
c13073 -58212 21728
c9011 -57684 -30688
c41063 -58212 -52864
c17348 -58608 11144
c37253 -58344 11144
c27868 -58080 25256
c33786 -59796 -21616
c19392 -59928 8624
c41177 -59796 -8512
c45319 -58674 10136
c1440 -57552 31304
c7654 -59268 4592
c40670 -58476 -7504
c11716 -57948 -29176
c29462 -58872 -27664
c42403 -59070 -4984
c27513 -59664 -22120
c34824 -57948 11648
c33151 -60060 -21112
c2915 -57288 32312
c3920 -57948 -28672
c12660 -59004 -26152
c48847 -59796 -1960
c36188 -58080 -10528
c34720 -58344 -17080
c9073 -59268 -57904
c38822 -58212 -7000
c48148 -58608 5096
c6949 -58080 -34216
c30838 -58212 -53368
c28412 -58476 -53872
c32134 -58344 -37240
c21011 -59004 8120
c35884 -59532 -35728
c5276 -59400 -8512
c24656 -57552 12152
c11245 -58740 -27160
c43753 -59400 -22120
c14946 -59004 -8512
c43190 -57816 560
c1637 -58344 39368
c40760 -59004 -46816
c41516 -58476 -46816
c7672 -57948 -27664
c37945 -57684 11648
c10180 -57684 -29176
c12803 -58212 -6496
c45611 -58476 -1456
c46828 -58212 17192
c4962 -58080 -7504
c14400 -58212 -16576
c37094 -57816 -33712
c48339 -57816 -34216
c34605 -57684 -28672
c16911 -59268 -58408
c23988 -58080 17696
c49539 -57684 -448
c47540 -58212 -1456
c18489 -60456 19712
c37339 -57684 -31696
c39864 -58476 9632
c32794 -57156 31808
c34371 -58212 -9016
c10133 -57684 -23128
c25118 -59796 19712
c26220 -58740 -3472
c30908 -58080 -34720
c32604 -58608 -8512
c6398 -57684 33320
c12754 -58344 37352
c37429 -59136 -39760
c41367 -58740 -26152
c10655 -58476 10640
c16044 -57420 -29176
c50709 -57948 -9520
c20582 -58344 10640
c40428 -58344 -8512
c98 -57948 -22624
c20666 -58608 -51352
c23598 -57684 -51856
c24952 -57420 -31696
c40666 -59928 18704
c2611 -58872 24752
c4306 -59400 33824
c10753 -57816 26264
c18728 -58080 7616
c218 -57948 -7000
c47054 -57024 32816
c43943 -58674 -4984
c19684 -57684 25760
c11344 -58212 4088
c10111 -57684 25256
c12197 -58674 6104
c35789 -58740 -14560
c50357 -58476 -26152
c25727 -57948 37352
c11041 -58542 6104
c13439 -59202 16184
c39829 -58212 33824
c25789 -58476 24752
c9928 -58080 -8008
c23380 -60126 19208
c20024 -58212 -8512
c13068 -57948 -8512
c16298 -57816 -7504
c42475 -58608 15680
c17314 -57816 -6496
c19033 -57816 -8008
c4037 -58476 -22120
c24087 -59400 -1960
c29874 -57288 -30184
c29510 -59862 19208
c4046 -59070 46928
c7901 -59532 19712
c27744 -57684 -53368
c46659 -57948 -53872
c46437 -59136 -1960
c3686 -58080 -17080
c10026 -57552 -7000
c17092 -59664 -36232
c17738 -57156 -29680
c24492 -57816 -9016
c16084 -59400 -20608
c27196 -58212 9632
c10356 -60720 24248
c50593 -58080 -15064
c50133 -58212 -37744
c5812 -57684 -32200
c37769 -58080 5600
c31652 -59268 54488
c49445 -57948 -3976
c1686 -58476 -5488
c16178 -58080 24752
c21168 -57288 -31192
c41876 -57948 -25144
c16431 -58080 4592
c37171 -58080 48440
c46238 -57948 -16576
c34126 -59268 -20104
c46416 -57816 -8512
c4641 -57420 26264
c49126 -57684 -33208
c33339 -57552 -9016
c39622 -57684 -8008
c46319 -58740 -1960
c23769 -58014 16184
c16726 -57420 -32200
c4453 -58608 42896
c36753 -58740 48944
c5862 -57552 -7504
c2816 -57420 25256
c7343 -58608 9128
c18184 -58080 -32704
c24075 -58872 36848
c3266 -58212 -39760
c47412 -58476 -13048
c15116 -58080 -37240
c18472 -57420 16688
c38626 -59268 -18592
c17687 -58872 -58912
c43775 -58740 -2968
c32045 -57816 47936
c47703 -60192 24248
c17378 -59202 19208
c37934 -57816 -14560
c46852 -58344 -5488
c1990 -57420 -7504
c32321 -59664 18704
c44442 -57288 25760
c26803 -57552 -52360
c8676 -57684 24752
c15573 -57684 -6496
c18106 -57816 5600
c7401 -59532 18704
c45405 -58872 19712
c11462 -59664 24248
c39297 -58806 19208
c44425 -57420 -33208
c51004 -59400 24248
c20744 -58344 -20104
c17528 -58212 27272
c39968 -57684 -1456
c27477 -57420 -8008
c33814 -59202 -2464
c40235 -58740 -36232
c41226 -59070 -2464
c38379 -58476 -1960
c925 -57420 24752
c11202 -59004 24248
c3981 -57288 12656
c11871 -57156 -52864
c5369 -57948 -37744
c24760 -59136 18704
c31861 -58410 19208
c35355 -58542 -39256
c6309 -59400 20216
c40684 -57816 -32704
c42501 -59400 35336
c4028 -58212 -1960
c13867 -58080 29288
c14860 -58608 24248
c26073 -57024 25256
c13340 -57552 -32704
c34265 -57684 -22624
c24310 -58872 -21616
c20382 -58344 -2968
c38671 -58080 3584
c4974 -58476 49952
c5694 -58476 18200
c14764 -58938 -2464
c50270 -58080 18200
c30367 -59004 20216
c32995 -57024 25760
c517 -57024 26264
c46245 -56892 25760
c45922 -57288 -7504
c45775 -59202 -19600
c46117 -57156 -31696
c5097 -58740 18704
c9097 -57948 7112
c25010 -58476 19712
c13341 -58608 18704
c3936 -57552 -22120
c26473 -58476 -36232
c21063 -58608 53480
c21091 -58674 15176
c15313 -57420 15680
c39016 -57816 37856
c29278 -58608 20216
c9501 -57684 14672
c22238 -58476 20216
c36401 -58212 -36232
c26766 -58212 20216
c35188 -57288 26768
c10790 -57948 -46816
c44026 -59070 21224
c17903 -58344 50456
c13257 -57156 24752
c43764 -58344 24248
c36086 -57948 9632
c6014 -57420 -28672
c33940 -57552 -34216
c6068 -58212 24248
c31080 -58476 2576
c35565 -58080 24248
c5012 -58080 -51352
c36848 -57816 38360
c31522 -57684 18200
c20166 -58014 19208
c41872 -57882 19208
c45568 -57816 -37240
c417 -58608 -47824
c44565 -57948 24248
c3490 -57816 24248
c41706 -57684 8120
c51014 -57816 -34720
c35091 -57684 -37744
c9066 -57552 -5992
c30656 -57816 4088
c36951 -57684 3584
c1604 -58212 18704
c19311 -57684 24248
c14662 -57552 24248
c11740 -57816 -36736
c8395 -56892 26264
c17980 -56760 25256
c40813 -58344 -35224
c45009 -58938 54992
c36851 -58278 -38248
c33222 -57420 -23128
c23926 -58872 42392
c26056 -58080 19712
c40865 -57948 5096
c29763 -57948 18704
c5481 -58212 -35728
c21363 -57288 -5992
c19292 -57420 8120
c26805 -57288 -32704
c16587 -58080 -35224
c28107 -57948 -58408
c15979 -57816 20216
c31860 -57684 -9520
c9731 -58476 20720
c24700 -57156 26768
c20046 -57948 38864
c322 -58740 -21112
